	Review	Liked
549	"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!"	1
550	#NAME?	1
551	Eclectic selection.	1
552	"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from."	1
553	The restaurant atmosphere was exquisite.	1
554	What a great double cheeseburger!	1
555	"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good."	1
556	I like Steiners because it's dark and it feels like a bar.	1
557	Have been going since 2007 and every meal has been awesome!!	1
558	Cooked to perfection and the service was impeccable.	1
559	The pancake was also really good and pretty large at that.	1
560	The jalapeno bacon is soooo good.	1
561	I can assure you that you won't be disappointed.	1
562	The goat taco didn't skimp on the meat and wow what FLAVOR!	1
563	Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.	1
564	"You get incredibly fresh fish, prepared with care."	1
565	* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
566	The atmosphere was great with a lovely duo of violinists playing songs we requested.	1
567	"Stopped by this place while in Madison for the Ironman, very friendly, kind staff."	1
568	I don't know what kind it is but they have the best iced tea.	1
569	One of the few places in Phoenix that I would definately go back to again .	1
570	This is a GREAT place to eat!	1
571	I would definitely recommend the wings as well as the pizza.	1
572	We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.	1
573	Their daily specials are always a hit with my group.	1
574	This place was such a nice surprise!	1
575	We enjoy their pizza and brunch.	1
576	What a great double cheeseburger!	1
577	"The decor is nice, and the piano music soundtrack is pleasant."	1
578	"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor."	1
579	"I had heard good things about this place, but it exceeding every hope I could have dreamed of."	1
580	"Seriously flavorful delights, folks."	1
581	Im in AZ all the time and now have my new spot.	1
582	I can say that the desserts were yummy.	1
583	Their daily specials are always a hit with my group.	1
584	They have a really nice atmosphere.	1
585	Damn good steak.	1
586	The food was excellent and service was very good.	1
587	The classic Maine Lobster Roll was fantastic.	1
588	Now this dish was quite flavourful.	1
589	"You get incredibly fresh fish, prepared with care."	1
590	I had a pretty satifying experience.	1
591	The roast beef sandwich tasted really good!	1
592	"Both of them were truly unbelievably good, and I am so glad we went back."	1
593	Both great!	1
594	Go To Place for Gyros.	1
595	And service was super friendly.	1
596	My boyfriend and i sat at the bar and had a completely delightful experience.	1
597	The waitress and manager are so friendly.	1
598	This is the place where I first had pho and it was amazing!!	1
599	"The chips and salsa were really good, the salsa was very fresh."	1
600	Favorite place in town for shawarrrrrrma!!!!!!	1
601	Nice ambiance.	1
602	We had 7 at our table and the service was pretty fast.	1
603	Food was so gooodd.	1
604	2 Thumbs Up!!	1
605	A fantastic neighborhood gem !!!	1
606	Owner's are really great people.!	1
607	The cow tongue and cheek tacos are amazing.	1
608	"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good."	1
609	Great place to relax and have an awesome burger and beer.	1
610	If you stay in Vegas you must get breakfast here at least once.	1
611	Great time - family dinner on a Sunday night.	1
612	Great time - family dinner on a Sunday night.	1
613	Nargile - I think you are great.	1
614	I love the decor with the Chinese calligraphy wall paper.	1
615	"Love the margaritas, too!"	1
616	(The bathroom is just next door and very nice.)	1
617	The steaks are all well trimmed and also perfectly cooked.	1
618	"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for."	1
619	The nachos are a MUST HAVE!	1
620	Have been going since 2007 and every meal has been awesome!!	1
621	My boyfriend tried the Mediterranean Chicken Salad and fell in love.	1
622	The Greek dressing was very creamy and flavorful.	1
623	One of the few places in Phoenix that I would definately go back to again .	1
624	"This was my first crawfish experience, and it was delicious!"	1
625	I had a pretty satifying experience.	1
626	Great food and great service in a clean and friendly setting.	1
627	My boyfriend and i sat at the bar and had a completely delightful experience.	1
628	"For sushi on the Strip, this is the place to go."	1
629	The service was outshining & I definitely recommend the Halibut.	1
630	The atmosphere here is fun.	1
631	The folks at Otto always make us feel so welcome and special.	1
632	I can say that the desserts were yummy.	1
633	You cant go wrong with any of the food here.	1
634	Our server was super nice and checked on us many times.	1
635	Couldn't ask for a more satisfying meal.	1
636	You cant go wrong with any of the food here.	1
637	"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place."	1
638	"If you're not familiar, check it out."	1
639	Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.	1
640	Very good lunch spot.	1
641	And service was super friendly.	1
642	This is a GREAT place to eat!	1
643	Great pork sandwich.	1
644	"I ate there twice on my last visit, and especially enjoyed the salmon salad."	1
645	Everything was perfect the night we were in.	1
646	Reasonably priced also!	1
647	"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas."	1
648	"You get incredibly fresh fish, prepared with care."	1
649	The lighting is just dark enough to set the mood.	1
650	"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff."	1
651	"I have eaten here multiple times, and each time the food was delicious."	1
652	"He also came back to check on us regularly, excellent service."	1
653	I had a pretty satifying experience.	1
654	These are the nicest restaurant owners I've ever come across.	1
655	Their rotating beers on tap is also a highlight of this place.	1
656	The classic Maine Lobster Roll was fantastic.	1
657	Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!	1
658	The vegetables are so fresh and the sauce feels like authentic Thai.	1
659	Awesome selection of beer.	1
660	"The chips and salsa were really good, the salsa was very fresh."	1
661	Great brunch spot.	1
662	Favorite place in town for shawarrrrrrma!!!!!!	1
663	"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder."	1
664	It is PERFECT for a sit-down family meal or get together with a few friends.	1
665	The classic Maine Lobster Roll was fantastic.	1
666	"The wontons were thin, not thick and chewy, almost melt in your mouth."	1
667	I like Steiners because it's dark and it feels like a bar.	1
668	"Seriously flavorful delights, folks."	1
669	"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar."	1
670	The patio seating was very comfortable.	1
671	This is a GREAT place to eat!	1
672	Waitress was sweet and funny.	1
673	The pizza selections are good.	1
674	"I loved the grilled pizza, reminded me of legit Italian pizza."	1
675	You cant go wrong with any of the food here.	1
676	I love this place.	1
677	These were so good we ordered them twice.	1
678	The waitress and manager are so friendly.	1
679	I recently tried Caballero's and I have been back every week since!	1
680	I recently tried Caballero's and I have been back every week since!	1
681	"When I'm on this side of town, this will definitely be a spot I'll hit up again!"	1
682	Their steaks are 100% recommended!	1
683	The grilled chicken was so tender and yellow from the saffron seasoning.	1
684	Never had anything to complain about here.	1
685	The menu had so much good stuff on it i could not decide!	1
686	Great pork sandwich.	1
687	"As for the service: I'm a fan, because it's quick and you're being served by some nice folks."	1
688	Great Pizza and Salads!	1
689	Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.	1
690	"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for."	1
691	The chefs were friendly and did a good job.	1
692	They know how to make them here.	1
693	They know how to make them here.	1
694	Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.	1
695	"I have eaten here multiple times, and each time the food was delicious."	1
696	Once you get inside you'll be impressed with the place.	1
697	Very very fun chef.	1
698	"Stopped by this place while in Madison for the Ironman, very friendly, kind staff."	1
699	Very good lunch spot.	1
700	Very friendly staff.	1
701	I recently tried Caballero's and I have been back every week since!	1
702	* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
703	Fantastic food!	1
704	"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for."	1
705	Kids pizza is always a hit too with lots of great side dish options for the kiddos!	1
706	"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!"	1
707	Just as good as when I had it more than a year ago!	1
708	"This isn't a small family restaurant, this is a fine dining establishment."	1
709	A fantastic neighborhood gem !!!	1
710	First time going but I think I will quickly become a regular.	1
711	It's a great place and I highly recommend it.	1
712	* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
713	And service was super friendly.	1
714	"The food was great as always, compliments to the chef."	1
715	Food was really good and I got full petty fast.	1
716	Food was great and so was the serivce!	1
717	"Lastly, the mozzarella sticks, they were the best thing we ordered."	1
718	This is a good joint.	1
719	"He also came back to check on us regularly, excellent service."	1
720	"The food was great as always, compliments to the chef."	1
721	Owner's are really great people.!	1
722	2 Thumbs Up!!	1
723	"The chips and salsa were really good, the salsa was very fresh."	1
724	"Not a weekly haunt, but definitely a place to come back to every once in a while."	1
725	"Went in for happy hour, great list of wines."	1
726	This was my first and only Vegas buffet and it did not disappoint.	1
727	They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.	1
728	Their rotating beers on tap is also a highlight of this place.	1
729	I really enjoyed eating here.	1
730	They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.	1
731	"Seriously flavorful delights, folks."	1
732	Great brunch spot.	1
733	"Great steak, great sides, great wine, amazing desserts."	1
734	Very good lunch spot.	1
735	Now this dish was quite flavourful.	1
736	I promise they won't disappoint.	1
737	It is worth the drive.	1
738	"This isn't a small family restaurant, this is a fine dining establishment."	1
739	"After one bite, I was hooked."	1
740	One of the few places in Phoenix that I would definately go back to again .	1
741	Food was so gooodd.	1
742	The grilled chicken was so tender and yellow from the saffron seasoning.	1
743	This is some seriously good pizza and I'm an expert/connisseur on the topic.	1
744	"I really do recommend this place, you can go wrong with this donut place!"	1
745	Pretty cool I would say.	1
746	"All in all, I can assure you I'll be back."	1
747	The crêpe was delicate and thin and moist.	1
748	Their steaks are 100% recommended!	1
749	Extremely Tasty!	1
750	Now the pizza itself was good the peanut sauce was very tasty.	1
751	"Come hungry, leave happy and stuffed!"	1
752	Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!	1
753	"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo."	1
754	Very very fun chef.	1
755	They really want to make your experience a good one.	1
756	Those burgers were amazing.	1
757	He deserves 5 stars.	1
758	I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.	1
759	Reasonably priced also!	1
760	Go To Place for Gyros.	1
761	I LOVED it!	1
762	The flair bartenders are absolutely amazing!	1
763	"For sushi on the Strip, this is the place to go."	1
764	I will come back here every time I'm in Vegas.	1
765	All of the tapas dishes were delicious!	1
766	OMG I felt like I had never eaten Thai food until this dish.	1
767	This is an Outstanding little restaurant with some of the Best Food I have ever tasted.	1
768	This place is great!!!!!!!!!!!!!!	1
769	And service was super friendly.	1
770	"I had strawberry tea, which was good."	1
771	The Greek dressing was very creamy and flavorful.	1
772	Pretty awesome place.	1
773	Dessert: Panna Cotta was amazing.	1
774	I went to Bachi Burger on a friend's recommendation and was not disappointed.	1
775	I could eat their bruschetta all day it is devine.	1
776	"You get incredibly fresh fish, prepared with care."	1
777	"Plus, it's only 8 bucks."	1
778	Their rotating beers on tap is also a highlight of this place.	1
779	Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !	1
780	What I really like there is the crepe station.	1
781	"I'm so happy to be here!!!"""	1
782	"Every time I eat here, I see caring teamwork to a professional degree."	1
783	When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.	1
784	The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.	1
785	Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!	1
786	Service was fantastic.	1
787	Seriously killer hot chai latte.	1
788	The staff are also very friendly and efficient.	1
789	The waitress was friendly and happy to accomodate for vegan/veggie options.	1
790	The jalapeno bacon is soooo good.	1
791	"A couple of months later, I returned and had an amazing meal."	1
792	Pretty awesome place.	1
793	The vegetables are so fresh and the sauce feels like authentic Thai.	1
794	Both of the egg rolls were fantastic.	1
795	They have a really nice atmosphere.	1
796	This is a good joint.	1
797	Waitress was good though!	1
798	Both great!	1
799	What a great double cheeseburger!	1
800	"That said, our mouths and bellies were still quite pleased."	1
801	"Plus, it's only 8 bucks."	1
802	I would definitely recommend the wings as well as the pizza.	1
803	I did not expect this to be so good!	1
804	"Not a weekly haunt, but definitely a place to come back to every once in a while."	1
805	We were promptly greeted and seated.	1
806	Each day of the week they have a different deal and it's all so delicious!	1
807	Best tacos in town by far!!	1
808	Good Service-check!	1
809	You won't be disappointed.	1
810	"Of all the dishes, the salmon was the best, but all were great."	1
811	(The bathroom is just next door and very nice.)	1
812	Good beer & drink selection and good food selection.	1
813	"I ate there twice on my last visit, and especially enjoyed the salmon salad."	1
814	This is some seriously good pizza and I'm an expert/connisseur on the topic.	1
815	"Everyone is very attentive, providing excellent customer service."	1
816	"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way."	1
817	I *heart* this place.	1
818	They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.	1
819	Food was really good and I got full petty fast.	1
820	"It's close to my house, it's low-key, non-fancy, affordable prices, good food."	1
821	"Every time I eat here, I see caring teamwork to a professional degree."	1
822	I love this place.	1
823	I will be back many times soon.	1
824	"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way."	1
825	"I love the owner/chef, his one authentic Japanese cool dude!"	1
826	The Macarons here are insanely good.	1
827	"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from."	1
828	The food came out at a good pace.	1
829	Waitress was good though!	1
830	Everything was perfect the night we were in.	1
831	A fantastic neighborhood gem !!!	1
832	Service is friendly and inviting.	1
833	"After one bite, I was hooked."	1
834	I miss it and wish they had one in Philadelphia!	1
835	"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place."	1
836	Their monster chicken fried steak and eggs is my all time favorite.	1
837	Both of the egg rolls were fantastic.	1
838	My boyfriend and i sat at the bar and had a completely delightful experience.	1
839	"Overall, a great experience."	1
840	We were promptly greeted and seated.	1
841	"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here."	1
842	"The staff are great, the ambiance is great."	1
843	Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.	1
844	I can assure you that you won't be disappointed.	1
845	"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was."	1
846	Kids pizza is always a hit too with lots of great side dish options for the kiddos!	1
847	The food was outstanding and the prices were very reasonable.	1
848	"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar."	1
849	"Good value, great food, great service."	1
850	Great food and great service in a clean and friendly setting.	1
851	Great service and food.	1
852	"When I'm on this side of town, this will definitely be a spot I'll hit up again!"	1
853	It is worth the drive.	1
854	Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !	1
855	They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.	1
856	So absolutley fantastic.	1
857	Great food and awesome service!	1
858	Good Service-check!	1
859	Those burgers were amazing.	1
860	The cashier was friendly and even brought the food out to me.	1
861	"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place."	1
862	Reasonably priced also!	1
863	It'll be a regular stop on my trips to Phoenix!	1
864	"All in all, I can assure you I'll be back."	1
865	The patio seating was very comfortable.	1
866	"Great atmosphere, friendly and fast service."	1
867	The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.	1
868	"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting."	1
869	My ribeye steak was cooked perfectly and had great mesquite flavor.	1
870	Good beer & drink selection and good food selection.	1
871	"This place is like Chipotle, but BETTER."	1
872	"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval."	1
873	"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing)."	1
874	All the bread is made in-house!	1
875	This wonderful experience made this place a must-stop whenever we are in town again.	1
876	It was awesome.	1
877	I love this place.	1
878	It'll be a regular stop on my trips to Phoenix!	1
879	Pretty good beer selection too.	1
880	Best tater tots in the southwest.	1
881	These are the nicest restaurant owners I've ever come across.	1
882	The food came out at a good pace.	1
883	I hope this place sticks around.	1
884	(The bathroom is just next door and very nice.)	1
885	"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways."	1
886	"That said, our mouths and bellies were still quite pleased."	1
887	The price is reasonable and the service is great.	1
888	"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for."	1
889	"Our waiter was very attentive, friendly, and informative."	1
890	"In the summer, you can dine in a charming outdoor patio - so very delightful."	1
891	It was awesome.	1
892	They were golden-crispy and delicious.	1
893	If you haven't gone here GO NOW!	1
894	What I really like there is the crepe station.	1
895	Fantastic food!	1
896	We walked away stuffed and happy about our first Vegas buffet experience.	1
897	Best tacos in town by far!!	1
898	The Jamaican mojitos are delicious.	1
899	So absolutley fantastic.	1
900	Great place fo take out or eat in.	1
901	Nice ambiance.	1
902	It was awesome.	1
903	"Point your finger at any item on the menu, order it and you won't be disappointed."	1
